Station,Network,Name,Latitude,Longitude,Elevation,Depth,Datum,Start Date,End Date
GIAV,XX,Giant,-39.297946244,175.548881619,2070,,WGS84,1995-11-07T01:39:00Z,1995-12-11T07:26:00Z
GISS,SM,Gisborne 2ZG,-38.666488866,178.022674268,8,,WGS84,1999-08-18T00:00:00Z,9999-01-01T00:00:00Z
GIST,TG,Gisborne,-38.6754097,178.0228774,0,,NZGD2000,2008-02-12T04:00:00Z,9999-01-01T00:00:00Z
GISX,XX,Gisborne Kaimoe Rd,-38.6353,177.886,87,,WGS84,2006-07-22T00:00:00Z,2006-08-17T05:00:00Z
GKBS,SM,Kaiti Beach,-38.68217,178.03188,30,,WGS84,2011-08-19T00:00:00Z,9999-01-01T00:00:00Z
GLAA,XX,Gillespies Beach,-43.422026577,169.847590849,25,,WGS84,1997-09-20T07:06:00Z,1997-10-28T02:47:00Z
GLE,NZ,Glenmuick,-42.898322207,173.095135456,74,,WGS84,1932-01-01T00:00:00Z,1936-12-31T00:00:00Z
GLEA,XX,Wyuna Station,-44.8729,168.4081,460,,WGS84,1995-11-15T00:00:00Z,1996-04-01T00:00:00Z
GLET,XX,Glencoe,-39.692956706,176.578892909,165,,WGS84,1993-04-12T09:46:00Z,1993-04-25T09:39:00Z
GLKZ,KI,Green Lake,-29.26068,-177.918038,30,,WGS84,2009-05-02T00:00:00Z,9999-01-01T00:00:00Z
GLNS,SM,Glenorchy,-44.86441,168.40646,342,,WGS84,2015-10-22T00:00:00Z,9999-01-01T00:00:00Z
GLOR,XX,Gloria,-42.60664,171.72443,234,,WGS84,2012-06-07T00:00:00Z,9999-01-01T00:00:00Z
GLOS,SM,Glen Orkney Strong Motion,-41.857299,173.821803,725,,WGS84,2017-06-09T00:00:00Z,9999-01-01T00:00:00Z
GLWS,SM,Glynn Wye,-42.59417315,172.511049373,445,,WGS84,2002-10-17T00:00:00Z,9999-01-01T00:00:00Z
GMFS,SM,Greymouth Fire Station,-42.457849,171.2043,8,,WGS84,2014-08-11T00:00:00Z,9999-01-01T00:00:00Z
GMTS,SM,Greymouth Telecom,-42.449176095,171.210353438,11,,WGS84,2001-11-09T00:00:00Z,2014-07-15T00:00:00Z
GNSW,XX,GNS Wairakei Seismo Lab,-38.63350415,176.093840752,367,,WGS84,2006-08-31T00:00:00Z,9999-01-01T00:00:00Z
GNZ,NZ,Gisborne,-38.642438394,178.022714347,30,,WGS84,1963-07-01T00:00:00Z,1990-03-07T00:00:00Z
GODS,SM,Godley Drive,-43.5784,172.76926,155,,WGS84,2011-02-26T00:00:00Z,9999-01-01T00:00:00Z
GOHM,XX,Goat Hill,-42.457011815,173.300640163,460,,WGS84,1993-10-22T10:34:00Z,1994-02-27T20:08:00Z
GORG,XX,Wizard ALFA12  Hokitika Gorge,-42.95856,171.03901,111,,WGS84,2012-03-18T00:00:00Z,9999-01-01T00:00:00Z
GORS,SM,Gore District Council,-46.102667058,168.941693118,85,,WGS84,2005-04-18T00:00:00Z,9999-01-01T00:00:00Z
GOVS,SM,Living Springs Camp Governors Bay,-43.652421,172.635725,163,,WGS84,2012-12-19T00:00:00Z,9999-01-01T00:00:00Z
GPSS,SM,"GPS room, Gracefield",-41.236636834,174.914716074,12,,WGS84,1999-08-02T00:00:00Z,2005-12-31T00:00:00Z
GPZ,NZ,Gebbies Pass,-43.694641355,172.644625744,225,,WGS84,1956-11-20T00:00:00Z,1977-10-31T00:00:00Z
GR1A,XX,Grey #1,-41.89549899,173.582846322,772,,WGS84,2001-07-31T00:00:00Z,2002-01-23T00:00:00Z
GR2A,XX,Grey #2,-41.886198779,173.586746414,617,,WGS84,2001-07-31T00:00:00Z,2002-01-22T03:00:00Z
GR3A,XX,Grey #3,-41.886098794,173.593746503,609,,WGS84,2001-07-30T00:00:00Z,2002-01-22T03:00:00Z
GR4A,XX,Grey #4,-41.886098794,173.593746503,609,,WGS84,2001-07-30T00:00:00Z,2002-01-21T14:00:00Z
GR5A,XX,Grey #5,-41.892998957,173.593346468,525,,WGS84,2001-07-29T00:00:00Z,2002-01-22T04:00:00Z
GRAM,XX,Graham Valley,-41.197980696,172.779639286,460,,WGS84,1993-10-24T08:36:00Z,1994-03-01T16:34:00Z
GRAS,SB,Gisborne Response Grey Street,-38.664511,178.025314,26,,WGS84,2021-05-13T01:08:00Z,9999-01-01T00:00:00Z
GREC,XX,Greenstone RATS,-38.922742451,177.291904431,140,,WGS84,2001-01-23T23:30:00Z,2001-06-08T11:40:00Z
GRMA,XX,Grampians,-44.2626,170.462,620,,WGS84,1995-11-17T00:00:00Z,1996-04-17T00:00:00Z
GRR,XX,Grebe River RATS,-45.603677799,167.36374532,245,,WGS84,1989-06-03T06:43:00Z,1989-06-06T23:12:00Z
GRRZ,RT,Galatos Road,-38.34967,176.10993,580,,WGS84,2009-11-12T00:00:00Z,9999-01-01T00:00:00Z
GRY,NZ,Greymouth,-42.448306087,171.215113503,3,,WGS84,1932-11-01T00:00:00Z,1942-10-31T00:00:00Z
GRYO,XX,Grays,-44.13556,170.54883,618,,WGS84,2014-10-13T00:00:00Z,9999-01-01T00:00:00Z
GRZ,NZ,Great Barrier Island,-36.2502,175.4578,146,,WGS84,2010-05-13T00:00:00Z,9999-01-01T00:00:00Z
GSP,PK,Gladstone Stream,-44.132045595,170.01808911,840,,WGS84,1975-04-01T00:00:00Z,1978-04-09T00:00:00Z
GSXX,XX,Glenlee Station Short Period,-41.87274,173.58661,791,,WGS84,2013-08-21T00:00:00Z,2013-11-19T10:00:00Z
GSZ,NZ,Glacier Shelter,-39.270245707,175.561881883,2600,,WGS84,1976-06-01T00:00:00Z,1984-03-22T00:00:00Z
GULV,XX,Gully Road,-38.126525521,176.621498971,150,,WGS84,1995-01-12T03:16:00Z,1995-06-03T01:43:00Z
GUY,XX,Lake Guyon,-42.2941062,172.657632678,820,,WGS84,1990-02-14T03:26:00Z,1990-02-15T05:49:00Z
GV2V,XX,Gavin Road #2,-38.324029147,176.553997463,420,,WGS84,1995-01-17T10:03:00Z,1995-06-06T20:11:00Z
GVRV,XX,Gavin Road,-38.316029002,176.558197543,460,,WGS84,1995-01-11T09:47:00Z,1995-01-15T11:22:00Z
GVZ,NZ,Greta Valley,-42.967365,173.03475,400.5,,WGS84,2012-12-03T00:00:00Z,9999-01-01T00:00:00Z
GWTS,SM,Gisborne Waipaoa Water Treatment Plant,-38.625677862,177.921583161,13,,WGS84,2002-04-17T00:00:00Z,9999-01-01T00:00:00Z
HAAA,XX,Haast Pass,-43.9833,169.4586,120,,WGS84,1995-11-16T00:00:00Z,1996-04-20T00:00:00Z
HAFS,SM,Harihari Fire Station,-43.148911663,170.556061443,60,,WGS84,2002-04-18T00:00:00Z,9999-01-01T00:00:00Z
HALA,XX,Halpin's Creek,-42.974120108,171.579615522,700,,WGS84,1994-06-22T03:48:00Z,1994-07-06T02:02:00Z
HALS,SM,Halswell School,-43.59088047,172.56950297,0,,WGS84,2011-08-24T00:00:00Z,9999-01-01T00:00:00Z
HAMO,XX,Hampden,-45.32336,170.78163,94,,WGS84,2014-09-19T00:00:00Z,9999-01-01T00:00:00Z
HAMV,XX,Hamurana,-38.026922796,176.235494634,380,,WGS84,1995-01-30T14:47:00Z,1995-06-03T20:58:00Z
HAN,XX,Hanmer Springs,-42.518812115,172.82543377,390,,WGS84,1990-02-11T10:10:00Z,1990-02-14T18:51:00Z
HARA,XX,Mount Harry,-42.889516687,171.106409868,60,,WGS84,1994-06-23T21:33:00Z,1994-07-01T23:57:00Z
HARZ,RT,Haroharo,-38.089424559,176.502197651,740,,WGS84,1988-03-25T22:00:00Z,2004-04-30T00:00:00Z
HAS,NZ,Hastings,-39.638256118,176.838496331,10,,WGS84,1931-02-01T00:00:00Z,1946-12-22T00:00:00Z
HATT,XX,Hatters Creek,-42.919082,170.866665,180,,WGS84,2008-10-29T00:00:00Z,2009-10-21T00:00:00Z
HATZ,TP,Hinemaiaia,-38.890769235,176.092099802,506,,WGS84,1985-05-01T00:00:00Z,9999-01-01T00:00:00Z
HAVS,SM,Havelock,-41.27227,173.78467,67,,WGS84,2013-04-13T00:00:00Z,9999-01-01T00:00:00Z
HAZ,NZ,Te Kaha,-37.7561,177.7826,81,,WGS84,2010-01-14T00:00:00Z,9999-01-01T00:00:00Z
HBAZ,AK,Herne Bay Borehole,-36.85013,174.73041,20,,NZGD2000,2009-08-06T00:00:00Z,9999-01-01T00:00:00Z
HBHS,SM,Hamilton Boys High School,-37.785638,175.295136,40,,WGS84,2014-03-14T00:00:00Z,9999-01-01T00:00:00Z
HBRB,SB,Hawke's Bay Regional Council,-39.493442,176.916878,4,,WGS84,2011-03-22T00:00:00Z,9999-01-01T00:00:00Z
HBZ,NZ,Hicks Bay,-37.59741914,178.301521081,100,,WGS84,1985-06-28T00:00:00Z,2004-03-02T00:00:00Z
HCDS,SM,Hastings Civil Defence Headquarters,-39.645846286,176.842906358,18,,WGS84,2002-04-24T00:00:00Z,2021-04-13T15:20:00Z
HCKF,XX,Henry Creek,-45.239169,167.813753608,250,,WGS84,1993-08-12T00:00:00Z,1993-08-31T03:48:00Z
HD11,XX,HADES 11,-38.63195,176.26058,320,,WGS84,2010-04-07T00:00:00Z,2019-03-14T00:00:00Z
HD50,XX,HADES 50,-38.33963,176.26871,361,,WGS84,2015-11-17T22:46:00Z,2016-11-29T21:21:33Z
HD51,XX,HADES 51,-38.24345,176.24835,380,,WGS84,2015-11-18T20:57:00Z,2019-05-09T04:17:36Z
HD53,XX,HADES 53,-38.265852,176.481241,362,,WGS84,2015-12-08T21:39:00Z,2016-11-29T23:09:23Z
HD54,XX,HADES 54,-38.281529,176.378067,480,,WGS84,2015-12-08T23:34:00Z,2017-12-06T22:35:52Z
HD55,XX,HADES 55,-38.281532,176.560517,469,,WGS84,2015-12-09T01:09:00Z,2019-06-27T03:57:40Z
HD56,XX,HADES 56,-38.318438,176.553759,439,,WGS84,2015-12-09T21:37:00Z,2016-11-30T00:55:00Z
HD57,XX,HADES 57,-38.187246,176.371363,520,,WGS84,2015-12-10T00:12:00Z,2016-11-30T23:39:00Z
HD58,XX,HADES 58,-38.301909,176.305308,492,,WGS84,2015-12-10T02:43:00Z,2019-08-11T22:21:16Z
HD59,XX,HADES 59,-38.281529,176.378067,440,,WGS84,2015-12-10T22:06:00Z,2017-12-06T21:33:00Z
HD60,XX,HADES 60,-38.286263,176.199241,389,,WGS84,2016-03-09T07:00:02Z,2019-05-07T01:32:36Z
HD61,XX,HADES 61,-38.214999,176.161385,440,,WGS84,2016-07-18T03:06:02Z,2019-06-27T02:22:10Z
HD62,XX,HADES 62,-38.066547,176.521704,586,,WGS84,2016-07-14T00:30:02Z,2019-08-12T01:59:38Z
HD63,XX,HADES 63,-38.118524,176.095502,580,,WGS84,2017-03-08T22:11:16Z,2018-08-22T01:10:12Z
HD64,XX,HADES 64,-38.401192,176.199162,420,,WGS84,2017-03-09T01:34:04Z,2019-06-27T01:02:00Z
HD65,XX,HADES 65,-38.15291,176.380509,506,,WGS84,2017-03-15T01:09:37Z,2019-06-27T00:40:40Z
HD71,XX,HADES 71,-37.961263,176.273217,340,,WGS84,2017-12-14T00:39:45Z,2019-06-25T01:51:20Z
HD73,XX,HADES 73,-38.478294,176.752353,280,,WGS84,2018-02-19T22:35:55Z,2018-08-21T00:00:00Z
HD80,XX,HADES 80,-37.958011,176.504745,180,,WGS84,2018-11-08T00:00:00Z,2019-08-12T00:13:52Z
HD81,XX,HADES 81,-38.02795,175.85519,231,,WGS84,2019-03-19T01:26:35Z,2019-10-04T03:27:00Z
HD83,XX,HADES 83,-38.4347,175.7218,256,,WGS84,2019-04-02T00:22:50Z,2019-10-03T22:45:05Z
HDWS,SM,Haast DOC Workshop,-43.883006138,169.044147881,20,,WGS84,2002-01-01T00:00:00Z,9999-01-01T00:00:00Z
HECS,SM,Hamilton ECNZ,-37.778846052,175.299404209,50,,WGS84,2002-06-28T00:00:00Z,2013-12-11T01:00:00Z
HGP,PK,Huxley Gorge,-44.10084426,169.84428702,590,,WGS84,1975-06-18T00:00:00Z,1983-11-21T00:00:00Z
HHP,PK,Hogget Hill,-44.325851709,170.345592307,490,,WGS84,1975-06-18T00:00:00Z,1983-11-21T00:00:00Z
HHSS,SM,Hillmorton High School,-43.5575,172.5928,10,,WGS84,2011-12-12T00:00:00Z,9999-01-01T00:00:00Z
HHSZ,OT,Highcliff Hill,-45.884355667,170.597766739,375,,WGS84,2006-04-08T00:00:00Z,2008-06-26T00:00:00Z
HIBS,SM,Hutt International Boys School,-41.1399,175.0359,45,,WGS84,2011-09-30T00:00:00Z,9999-01-01T00:00:00Z
HINO,XX,Hindon,-45.72595,170.32443,360,,WGS84,2014-03-13T00:00:00Z,2014-10-08T00:00:00Z
HITZ,TP,Hingarae,-38.706934863,175.766486484,458,,WGS84,1984-12-01T00:00:00Z,1991-06-21T13:36:00Z
HIZ,NZ,Hauiti,-38.51292897,174.855686101,237,,WGS84,2004-02-03T00:00:00Z,9999-01-01T00:00:00Z
HLBS,SM,Hastings Library,-39.6443126,176.8430380,10,,WGS84,2024-06-14T03:53:00Z,9999-01-01T00:00:00Z
HLL,NZ,Cape Hallett,-72.3133,170.2083,3,,NZGD49,1957-04-04T00:00:00Z,1970-01-31T00:00:00Z
HLRZ,RT,Highlands Station,-38.251917325,176.35219526,576,,WGS84,2008-02-04T21:58:00Z,9999-01-01T00:00:00Z
HMCS,SM,Hokitika Medical Centre,-42.716921997,170.963958929,9,,WGS84,2001-11-12T00:00:00Z,9999-01-01T00:00:00Z
HNCZ,RT,Handcock Road,-38.385812,176.287991,645,,WGS84,2023-08-23T23:19:00Z,9999-01-01T00:00:00Z
HNHZ,HB,Havelock North,-39.663556738,176.881396774,10,,WGS84,1989-08-05T00:00:00Z,1997-08-04T00:00:00Z
HNPS,SM,Havelock North Primary School,-39.671016892,176.880106731,24,,WGS84,2002-04-26T00:00:00Z,9999-01-01T00:00:00Z
HNR,IU,Honiara,-9.4322,159.9471,72,,WGS84,1993-10-22T00:00:00Z,9999-01-01T00:00:00Z
HNZ,NZ,Havelock North,-39.66995688,176.885196798,18,,WGS84,1947-03-01T00:00:00Z,1953-03-31T00:00:00Z
HOBF,XX,Hauroko Burn,-45.833083607,167.142040868,152,,WGS84,1993-03-20T13:25:00Z,1993-08-31T22:28:00Z
HOCS,SM,Levin Horowhenua College,-40.621643825,175.279423156,27,,WGS84,2001-10-18T00:00:00Z,9999-01-01T00:00:00Z
HOKA,XX,Hokitika,-42.7411,171.0915,240,,WGS84,1995-11-13T00:00:00Z,1996-04-09T00:00:00Z
HON,OE,Honolulu,-21.319815863,-158.007798757,2,,WGS84,1902-01-01T00:00:00Z,9999-01-01T00:00:00Z
HOP,XX,Hopelands,-40.349069372,175.957682724,120,,WGS84,1990-05-14T22:23:00Z,1990-05-18T02:01:00Z
HORC,SC,Hororata School,-43.539635528,171.959907583,181,,WGS84,2004-11-29T00:00:00Z,9999-01-01T00:00:00Z
HORZ,SP,Mount Hodgkins,-43.7773,170.1055,943,,WGS84,2025-01-30T22:19:00Z,9999-01-01T00:00:00Z
HOWZ,WL,Holdsworth Station,-40.897330516,175.515085033,475,,WGS84,2007-02-22T00:00:00Z,9999-01-01T00:00:00Z
HPRA,XX,Harper River,-43.192125489,171.535913851,620,,WGS84,1994-06-23T04:03:00Z,1994-07-03T19:09:00Z
HPRZ,SI,Haupiri,-42.608026,171.772603,1147,,WGS84i,2025-03-19T01:30:50Z,9999-01-01T00:00:00Z
HPSC,SC,Hulverstone Drive Pumping Station,-43.50157547,172.702194214,2,,WGS84,2008-01-29T00:00:00Z,9999-01-01T00:00:00Z
HPSZ,SP,Haupiri,-42.60828,171.7738,1135,,WGS84,2014-06-01T00:00:00Z,9999-01-01T00:00:00Z
HRMT,LG,Horomatangi Reefs,-38.812861691,175.99633101,385.999,,WGS84,2022-12-22T00:31:15Z,9999-01-01T00:00:00Z
HRRZ,RT,Handcock Road,-38.390129831,176.283753939,590,,WGS84,2007-03-22T00:00:00Z,2023-08-23T23:15:00Z
HRXV,XX,Hossock Road Extension,-38.339528714,176.219393334,350,,WGS84,1995-01-11T09:47:00Z,1995-05-14T15:44:00Z
HSES,SM,Hanmer Springs Emergency Centre,-42.523242237,172.830493814,377,,WGS84,2002-02-24T00:00:00Z,9999-01-01T00:00:00Z
HSPZ,SI,Haast Pass,-44.049854,169.303678,1237,,WGS84,2025-02-27T03:00:00Z,9999-01-01T00:00:00Z
HSRZ,RT,Hossack Road,-38.3113,176.2449,470,,WGS84,2010-04-13T00:00:00Z,9999-01-01T00:00:00Z
HSSS,SM,Lower Hutt Haywards Substation,-41.151935054,174.981477266,124,,WGS84,2002-06-14T00:00:00Z,9999-01-01T00:00:00Z
HTPZ,RA,Hautapu,-35.365712,174.012961,247,,WGS84,2022-12-19T02:31:00Z,9999-01-01T00:00:00Z
HUA,OE,Huancayo,-12.036389747,-75.321986265,3313,,WGS84,1932-04-01T00:00:00Z,9999-01-01T00:00:00Z
HUKS,SM,Huiakama School,-39.26051,174.5681,171,,WGS84,2002-11-21T00:00:00Z,9999-01-01T00:00:00Z
HUNS,SM,Huntsbury,-43.57937,172.65723,207,,WGS84,2012-04-18T00:00:00Z,9999-01-01T00:00:00Z
HUTZ,TP,Huka,-38.63193412,176.094390765,300,,WGS84,1985-09-26T00:00:00Z,1992-10-31T00:00:00Z
HVSC,SC,Heathcote Valley Primary School,-43.579787,172.709423,25,,WGS84,2008-05-12T00:00:00Z,9999-01-01T00:00:00Z
HWHS,SM,Hawera High School,-39.585139189,174.274244785,110,,WGS84,2002-03-12T00:00:00Z,9999-01-01T00:00:00Z
HWKO,XX,Hawkdun,-44.87883,169.9688,676,,WGS84,2014-09-15T00:00:00Z,9999-01-01T00:00:00Z
ICCS,SM,Invercargill City Council,-46.411594219,168.34692313,23,,WGS84,2002-06-11T00:00:00Z,9999-01-01T00:00:00Z
IDAO,XX,Ida Valley,-45.1111,169.80742,521,,WGS84,2014-09-16T00:00:00Z,9999-01-01T00:00:00Z
IF01,XX,Matiu-Somes Island,-41.25776,174.86595,49,,WGS84,2008-10-01T00:00:00Z,2009-02-16T23:00:00Z
IF02,XX,Horizon International Brick and Paving Centre,-41.22317,174.86666,2,,WGS84,2008-10-23T00:00:00Z,2009-02-11T23:00:00Z
IF03,XX,Guthrie Street,-41.220286473,174.92016621,17,,WGS84,2008-11-24T00:00:00Z,2009-02-11T23:00:00Z
IF04,XX,Purser Grove,-41.204286139,174.934166453,20,,WGS84,2008-11-26T00:00:00Z,2009-02-12T01:30:00Z
IF05,XX,GNS Science Cafe,-41.19554,174.93249,2,,WGS84,2008-10-24T00:00:00Z,2009-02-11T04:00:00Z
IF06,XX,Hockey Stadium,-41.18568,174.94684,1,,WGS84,2008-10-07T00:00:00Z,2009-02-12T00:00:00Z
IF07,XX,Croft Combined Carriers,-41.24277,174.90303,5,,WGS84,2008-10-07T00:00:00Z,2009-02-11T22:00:00Z
IF08,XX,Lower Hutt Emergency Management,-41.20997,174.90367,0,,WGS84,2008-10-03T00:00:00Z,2009-02-11T23:00:00Z
IF09,XX,GNS Rafter Building,-41.23349,174.921,50,,WGS84,2008-10-02T00:00:00Z,2009-02-11T22:00:00Z
IF10,XX,Normandale,-41.20471,174.89315,116,,WGS84,2008-10-01T00:00:00Z,2009-02-11T23:00:00Z
IF11,XX,Point Howard,-41.25205,174.90418,6,,WGS84,2008-10-01T00:00:00Z,2009-02-13T01:00:00Z
IF12,XX,St. Orans College,-41.20434,174.91593,0,,WGS84,2008-10-03T00:00:00Z,2009-02-11T23:30:00Z
IF13,XX,Lower Hutt Unilever,-41.23082,174.89369,1,,WGS84,2008-10-02T00:00:00Z,2009-02-11T22:00:00Z
IF14,XX,Petone,-41.2245,174.87943,0,,WGS84,2008-10-08T00:00:00Z,2009-02-13T01:30:00Z
IFMZ,SI,Mount Inframeta,-43.023815,171.060776,1339,,WGS84,2025-03-16T22:26:00Z,9999-01-01T00:00:00Z
IFPS,SM,Inchbonnie Fitzsimmons,-42.726743647,171.472835397,156,,WGS84,2002-04-30T00:00:00Z,9999-01-01T00:00:00Z
INFR,XX,Inferno Crater,-38.282,176.3991,380,,WGS84,2004-07-08T00:00:00Z,9999-01-01T00:00:00Z
INGS,SM,Inangahua Fire Station,-41.857123867,171.952545779,73,,WGS84,2002-04-16T00:00:00Z,9999-01-01T00:00:00Z
INHS,SM,Inglewood High School,-39.15622017,174.190525475,210,,WGS84,2002-07-25T00:00:00Z,9999-01-01T00:00:00Z
INSS,SM,Lower Hutt GNS Nuclear Sciences,-41.233516778,174.921116168,32,,WGS84,2000-05-16T00:00:00Z,9999-01-01T00:00:00Z
INZ,NZ,Inchbonnie,-42.7245,171.4441,165,,WGS84,2011-01-26T00:00:00Z,9999-01-01T00:00:00Z
IRVM,XX,Irvine's Farm,-41.449087287,173.095442135,120,,WGS84,1993-10-21T06:31:00Z,1994-03-01T23:30:00Z
ISIM,XX,Isis Stream,-41.862098498,173.703848014,440,,WGS84,1993-10-18T05:51:00Z,1994-03-11T18:48:00Z
ISOM,XX,Isolated Hill,-42.696616926,172.992335079,190,,WGS84,1993-10-22T10:34:00Z,1994-03-12T13:54:00Z
IVVZ,CH,Iwikau Village,-39.23715,175.55638,1663,,WGS84,2009-01-29T00:00:00Z,9999-01-01T00:00:00Z
JACA,XX,Jacksons Head,-43.9688,168.6094,50,,WGS84,1995-11-15T00:00:00Z,1996-04-09T00:00:00Z
JBLZ,RA,Jubilee,-35.533871,174.391294,212,,WGS84,2022-12-20T22:30:00Z,9999-01-01T00:00:00Z
JBTT,TG,Jackson Bay,-43.973708,168.615693,0,,WGS84,2025-06-27T04:16:12Z,9999-01-01T00:00:00Z
JCWJ,XX,Jackson Bay Wharf,-43.972337167,168.611771771,5,,WGS84,2001-12-09T03:53:00Z,2004-05-27T19:00:00Z
JCZ,NZ,Jackson Bay,-44.07321036,168.785473425,1062,,WGS84,2004-06-23T00:00:00Z,9999-01-01T00:00:00Z
JOPM,XX,Jollies Pass,-42.461110803,172.864634544,740,,WGS84,1993-10-22T10:34:00Z,1994-03-11T20:38:00Z
JRCF,XX,Jerusalem Creek,-44.348845361,168.032262013,50,,WGS84,1993-03-18T10:04:00Z,1993-06-20T22:23:00Z
JSCB,SB,Christchurch Jervios Street Building Array,-43.518165,172.731842,1,,WGS84,2014-06-15T00:00:00Z,9999-01-01T00:00:00Z
KAAZ,AK,Kauri Point,-36.822277514,174.703610575,80,,WGS84,1998-05-23T00:00:00Z,2009-09-08T03:00:00Z
KAFS,SM,Kawerau Fire Station,-38.083514895,176.709290186,39,,WGS84,2001-12-06T00:00:00Z,9999-01-01T00:00:00Z
KAHA,XX,Kahutara,-42.4176,173.5415,72,,WGS84,1995-11-13T00:00:00Z,1996-04-01T00:00:00Z
KAHZ,HB,Kahuranaki,-39.79421,176.87661,647,,WGS84,2007-06-07T00:00:00Z,9999-01-01T00:00:00Z
KAI,NZ,Kaimata,-42.524108476,171.408815595,82,,WGS84,1942-09-01T00:00:00Z,1990-12-05T00:00:00Z
KAIS,SM,Kaitoke,-41.08587,175.17493,383,,WGS84,2014-06-30T00:00:00Z,9999-01-01T00:00:00Z
KAIT,TG,Kaikoura,-42.41288,173.70277,0,,WGS84,2010-05-27T00:00:00Z,9999-01-01T00:00:00Z
KAOT,XX,Kaokaoroa,-39.774558847,176.777395084,160,,WGS84,1993-04-13T03:28:00Z,1993-04-25T16:29:00Z
KAPS,SM,Kauri Point,-36.822297515,174.703660576,103,,WGS84,2000-05-16T00:00:00Z,9999-01-01T00:00:00Z
KARC,XX,Karaitiana Farm,-38.927740771,176.455694132,773,,WGS84,2001-01-13T04:01:00Z,2001-06-26T15:50:00Z
KARS,SM,Karamea School,-41.249420139,172.116450716,9,,WGS84,2002-04-17T00:00:00Z,9999-01-01T00:00:00Z
KARV,XX,Karioi,-39.451949467,175.573881347,720,,WGS84,1995-09-28T13:38:00Z,1995-10-20T15:08:00Z
KARZ,RT,Kaharoa,-38.020222689,176.244274764,405,,WGS84,2006-07-11T00:00:00Z,9999-01-01T00:00:00Z
KATZ,TP,Kakaramea,-38.97490003,175.694834619,1327,,WGS84,1996-08-25T00:00:00Z,9999-01-01T00:00:00Z
KAVZ,CH,Karewarewa,-39.095742352,175.645983571,1192,,WGS84,1993-11-12T00:00:00Z,2004-12-15T00:00:00Z
KBAZ,AK,Karaka Road Borehole,-37.094682715,174.888551781,12,,WGS84,2008-07-11T00:00:00Z,9999-01-01T00:00:00Z
KBFF,XX,Knob's Flat,-44.980062472,168.020357957,396,,WGS84,1993-08-14T01:46:00Z,1993-08-15T20:56:00Z
KEAV,XX,Kearoa Road,-38.215226208,176.162993089,400,,WGS84,1995-01-12T09:04:00Z,1995-06-06T14:43:00Z
KEKM,XX,Kekerengu,-41.969601741,173.982951102,120,,WGS84,1993-10-18T11:49:00Z,1994-03-12T21:52:00Z
KEKS,SM,Kekerengu Valley Road,-41.95569,173.98141,339,,WGS84,2013-04-04T00:00:00Z,9999-01-01T00:00:00Z
KENM,XX,Kenepuru,-41.132782612,174.139356703,70,,WGS84,1993-10-20T02:08:00Z,1994-03-09T04:37:00Z
KETZ,TP,Ketetahi,-39.098742426,175.651883632,1208,,WGS84,1985-05-01T00:00:00Z,1992-01-22T16:49:00Z
KFHS,SM,Kaweka Forest Headquarters,-39.433371066,176.466962458,425,,WGS84,2002-04-25T00:00:00Z,9999-01-01T00:00:00Z
KHEZ,TR,Kahui Hut,-39.2942,174.0145,929,,WGS84,2009-05-21T00:00:00Z,9999-01-01T00:00:00Z
KHLS,SM,Kaihoka Lakes,-40.55704,172.61189,66,,WGS84,2013-04-12T00:00:00Z,9999-01-01T00:00:00Z
KHZ,NZ,Kahutara,-42.41598,173.53897,64,,WGS84,1988-12-08T00:00:00Z,9999-01-01T00:00:00Z
KIDC,XX,Kidnappers,-39.641956684,177.069399187,52,,WGS84,2001-01-15T02:38:00Z,2001-06-24T11:39:00Z
KIKS,SM,Kaikoura,-42.425812008,173.682125211,8,,WGS84,1999-09-27T00:00:00Z,9999-01-01T00:00:00Z
KILS,SM,Kilmore St Christchurch,-43.52687,172.64058,6,,WGS84,2012-04-16T00:00:00Z,2015-04-16T00:00:00Z
KIQV,XX,Kiwifruit Quarry,-37.733717423,176.280696207,90,,WGS84,1995-01-24T17:44:00Z,1995-04-05T06:44:00Z
KIRG,XX,Kiriroa,-38.333231383,177.52890932,520,,WGS84,1993-08-12T01:17:00Z,1993-09-07T07:23:00Z
KIRS,SM,Kaitoke Kiwi Ranch,-41.076883922,175.230010715,262,,WGS84,2002-03-07T00:00:00Z,9999-01-01T00:00:00Z
KIT,XX,Kaitaia,-35.106466162,173.265170033,30,,WGS84,1937-01-01T00:00:00Z,1938-08-31T00:00:00Z
KIW,WL,Kapiti Island,-40.8608783,174.909727546,381,,WGS84,1978-04-10T00:00:00Z,9999-01-01T00:00:00Z
KIWC,XX,Kiwitahi,-38.57193264,175.956889301,626,,WGS84,2001-01-12T14:41:00Z,2001-06-25T17:40:00Z
KKY,NZ,Kaikoura West,-42.418311849,173.692145374,101,,WGS84,1972-06-08T00:00:00Z,1980-06-17T00:00:00Z
KKZ,NZ,Kaikoura,-42.420311909,173.69644542,109,,WGS84,1980-06-17T00:00:00Z,1989-06-08T00:00:00Z
KLDS,SM,Kikiwa Line Depot,-41.673091947,172.874958329,494,,WGS84,2002-02-27T00:00:00Z,9999-01-01T00:00:00Z
KLNZ,SI,Kaihoka Lakes,-40.565,172.59618,78,,WGS84,2015-06-01T00:00:00Z,9999-01-01T00:00:00Z
KMRZ,RT,Kaimai,-37.8456,175.9416,542,,WGS84,2011-03-08T00:00:00Z,9999-01-01T00:00:00Z
