Station,Location,Latitude,Longitude,Elevation,Depth,Datum,Survey,Start Date,End Date
LS25,10,-39.078542471,175.853186181,556,,WGS84,Unknown,2001-01-27T14:01:00Z,2001-06-17T07:30:00Z
LSCZ,10,-45.114670343,169.369274893,759,,WGS84,Unknown,1986-12-09T20:10:00Z,1996-05-01T21:38:00Z
LSRC,20,-42.869520062,172.543288463,335,,WGS84,Internal GPS Clock,2004-11-28T00:00:00Z,9999-01-01T00:00:00Z
LSTC,10,-45.98458807,166.7801168,308,,WGS84,External GPS Device,2009-07-17T01:50:00Z,2009-09-14T22:59:00Z
LTAT,10,-39.042443417,176.614895683,545,,WGS84,Unknown,2001-01-15T00:00:00Z,2001-06-27T00:00:00Z
LTIM,10,-39.40945009,176.245989811,806,,WGS84,Unknown,2001-01-24T04:04:00Z,2001-05-25T14:05:00Z
LTZ,10,-42.781667157,172.27103538,648,,WGS84,Internal GPS Clock,1989-10-12T08:20:00Z,9999-01-01T00:00:00Z
LTZ,11,-42.781667157,172.27103538,648,,WGS84,Internal GPS Clock,2004-02-27T04:13:00Z,2004-03-22T19:39:00Z
LTZ,20,-42.781667157,172.27103538,648,,WGS84,Internal GPS Clock,2004-02-27T00:00:00Z,2013-10-23T05:00:00Z
LTZ,21,-42.781656,172.271012,644,,WGS84,Internal GPS Clock,2013-10-23T05:05:00Z,9999-01-01T00:00:00Z
LWAI,10,-38.707037712,177.073502487,609,,WGS84,Unknown,2001-01-22T02:06:00Z,2001-06-01T15:55:00Z
LWHI,10,-38.83103913,176.5879961,925,,WGS84,Unknown,2001-01-25T02:31:00Z,2001-03-11T23:00:00Z
LWON,10,-39.462449786,175.618981864,765,,WGS84,Unknown,2001-01-25T00:52:00Z,2001-06-25T17:40:00Z
LWTT,10,-39.536253049,176.399691252,354,,WGS84,Unknown,2001-01-17T00:00:00Z,2001-06-28T00:00:00Z
LYLM,10,-42.844521378,173.297938332,80,,WGS84,Unknown,1993-10-23T05:00:00Z,1994-03-12T21:53:00Z
MAGS,20,-36.885338662,174.726040611,39,,WGS84,Internal GPS Clock,2002-06-20T00:00:00Z,2019-10-01T01:00:00Z
MAGS,21,-36.885311111,174.725980556,39,,WGS84,Internal GPS Clock,2019-11-07T07:24:00Z,9999-01-01T00:00:00Z
MAHC,10,-39.081046845,177.884911208,40,,WGS84,Unknown,2001-01-13T04:01:00Z,2001-06-26T00:35:00Z
MAHO,10,-45.81676,169.96434,478,,WGS84,External GPS Device,2014-03-14T00:01:00Z,2014-09-11T00:00:00Z
MAHZ,10,-39.186548973,177.881010809,336,,WGS84,Unknown,1987-04-10T01:10:00Z,1997-08-04T09:57:00Z
MAL,10,-42.212504331,172.69813358,1280,,WGS84,Unknown,1990-02-12T05:29:00Z,1990-02-18T01:09:00Z
MANO,10,-45.30825,169.63014,674,,WGS84,External GPS Device,2014-09-16T00:01:00Z,2015-04-13T22:00:00Z
MANS,20,-45.52122519,167.278064732,260,,WGS84,Internal GPS Clock,2001-06-07T15:00:00Z,2015-06-30T23:59:59Z
MAPM,10,-41.575292367,173.953852454,120,,WGS84,Topographic Map,1993-10-19T06:34:00Z,1994-03-11T01:37:00Z
MAR,10,-40.421971133,176.033983404,360,,WGS84,Unknown,1990-02-21T03:18:00Z,1990-02-22T21:30:00Z
MARA,10,-41.9405,172.1994,297,,WGS84,Unknown,1995-11-11T00:00:01Z,1996-04-21T23:59:59Z
MARE,10,-38.29153219,178.325719186,60,,WGS84,Unknown,1994-07-27T02:26:00Z,1994-12-12T23:16:00Z
MARZ,10,-37.984922962,176.674700105,480,,WGS84,Unknown,1992-06-16T18:47:00Z,9999-01-01T00:00:00Z
MARZ,11,-37.984922962,176.674700105,480,,WGS84,Unknown,1995-03-24T01:00:00Z,1999-06-20T05:00:00Z
MARZ,12,-37.984922962,176.674700105,480,,WGS84,Unknown,1988-03-25T22:00:00Z,2000-11-28T19:00:00Z
MASH,10,-44.091241963,169.156778135,940,,WGS84,Unknown,2005-05-04T03:07:00Z,2005-05-24T00:54:00Z
MATA,10,-36.30018857,174.672382102,243,,WGS84,Unknown,2002-08-28T12:44:00Z,2003-01-18T02:20:00Z
MATS,20,-41.42895,172.7037,290,,WGS84,External GPS Device,2015-04-02T00:00:05Z,9999-01-01T00:00:00Z
MATT,10,-39.583554562,176.644394116,110,,WGS84,Unknown,1993-04-12T09:46:00Z,1993-04-25T16:29:00Z
MAVS,20,-41.210857507,175.461483109,33,,WGS84,Internal GPS Clock,1999-08-20T18:00:00Z,9999-01-01T00:00:00Z
MAVZ,10,-39.2679133,175.5616533,2624.1,,NZGD2000,External GPS Device,2012-05-22T02:00:00Z,9999-01-01T00:00:00Z
MAVZ,11,-39.2679133,175.5616533,2624.1,,NZGD2000,External GPS Device,2008-02-07T01:30:00Z,9999-01-01T00:00:00Z
MAVZ,30,-39.2679133,175.5616533,2624.1,,WGS84,Topographic Map,2015-01-09T00:01:00Z,9999-01-01T00:00:00Z
MAYC,20,-43.82306143,171.421709104,258,,WGS84,Internal GPS Clock,2004-11-29T00:00:00Z,2021-04-22T21:50:00Z
MBAZ,10,-36.768787,174.897918,60,,WGS84,Topographic Map,2012-10-08T23:30:00Z,9999-01-01T00:00:00Z
MBAZ,11,-36.7688,174.8979,60,,WSG84,Topographic Map,2023-07-07T01:19:00Z,2024-02-13T21:20:00Z
MCAS,20,-41.799933511,172.328030808,174,,WGS84,Internal GPS Clock,2002-02-27T01:30:00Z,9999-01-01T00:00:00Z
MCHD,10,-43.658,171.99167,158,,WGS84,External GPS Device,2010-09-05T02:30:30Z,2010-09-29T00:35:00Z
MCHZ,10,-39.4442645,176.6967183,349,,NZGD2000,External GPS Device,2008-05-27T00:02:00Z,9999-01-01T00:00:00Z
MCNS,20,-43.73645,170.0972,740,,WGS84,Internal GPS Clock,2008-05-10T00:00:00Z,9999-01-01T00:00:00Z
MCPS,20,-43.733165337,170.095202333,757,,WGS84,Internal GPS Clock,2002-07-03T03:00:00Z,2008-02-12T23:00:00Z
MDAF,10,-45.097564295,167.572551346,203,,WGS84,Unknown,1993-03-19T06:55:00Z,1993-08-19T11:06:00Z
MECS,20,-44.230445889,169.232938317,336,,WGS84,Internal GPS Clock,2002-08-07T00:00:00Z,9999-01-01T00:00:00Z
MED1,10,-39.081,177.8852,122,,WGS84,Internal GPS Clock,2005-01-17T22:26:00Z,2005-03-30T00:00:00Z
MED2,10,-38.5176,178.255,45,,WGS84,Internal GPS Clock,2005-01-18T04:56:00Z,2005-03-30T00:00:00Z
MED3,10,-38.2912,178.3267,106,,WGS84,Internal GPS Clock,2005-01-19T22:17:00Z,2005-03-31T00:00:00Z
MED4,10,-38.6251,178.1487,17,,WGS84,Internal GPS Clock,2005-02-24T04:51:00Z,2005-03-31T00:00:00Z
MENS,20,-43.55849,172.71149,35,,WGS84,External GPS Device,2012-06-27T23:00:00Z,9999-01-01T00:00:00Z
MGCS,20,-41.507680768,173.944392627,9,,WGS84,Internal GPS Clock,2002-02-22T03:00:00Z,9999-01-01T00:00:00Z
MGZ,10,-39.000240185,175.538982613,806,,WGS84,Unknown,1991-09-18T11:00:00Z,2005-05-12T08:00:00Z
MGZ,11,-39.000240185,175.538982613,806,,WGS84,Unknown,1987-05-02T08:00:00Z,2000-11-29T23:07:00Z
MGZ,12,-39.000240185,175.538982613,806,,WGS84,Unknown,1996-08-17T04:00:00Z,1996-09-04T02:00:00Z
MHCZ,10,-43.53165,171.56788,648,,WGS84,External GPS Device,2013-05-13T04:00:00Z,9999-01-01T00:00:00Z
MHEZ,10,-39.076048868,174.323047417,194,,WGS84,Internal GPS Clock,2008-03-04T01:00:00Z,2023-04-18T06:09:00Z
MHGZ,10,-39.152558335,177.907001244,302,,WGS84,External GPS Device,2006-05-04T05:00:01Z,9999-01-01T00:00:00Z
MHZ,10,-45.060568574,169.279574031,1127,,WGS84,Unknown,1986-12-09T20:10:00Z,1996-04-29T21:35:00Z
MIDV,10,-39.321546276,175.351379095,720,,WGS84,Topographic Map,1995-09-26T07:39:00Z,1996-01-08T22:28:00Z
MILO,10,-45.69264,169.4509,137,,WGS84,External GPS Device,2014-03-12T00:30:00Z,2014-10-06T23:00:00Z
MIQ,10,-37.705216379,176.045993474,100,,WGS84,Topographic Map,1989-08-23T17:31:00Z,1989-08-24T06:42:00Z
MISS,20,-41.314888406,174.818434531,8,,WGS84,Internal GPS Clock,1999-07-22T02:00:00Z,9999-01-01T00:00:00Z
MJCB,21,-41.288582,174.774443,12,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
MJCB,22,-41.28843,174.774728,12,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
MJCB,23,-41.288256,174.774451,12,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
MJCB,24,-41.288368,174.774235,12,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
MJCB,25,-41.288401,174.774565,12,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
MJCB,26,-41.288401,174.774565,12,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
MJCB,27,-41.288401,174.774565,12,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
MJCB,28,-41.288368,174.774235,12,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
MJCB,29,-41.28843,174.774728,12,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
MJCB,2A,-41.288401,174.774565,12,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
MJCB,2B,-41.288368,174.774235,12,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
MJCB,2C,-41.288582,174.774443,12,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
MJCB,2D,-41.28843,174.774728,12,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
MJCB,2E,-41.288256,174.774451,12,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
MJCB,2F,-41.288401,174.774565,12,,WGS84,Topographic Map,2011-06-28T00:00:02Z,9999-01-01T00:00:00Z
MKAZ,10,-37.10413,175.16117,140,,NZGD2000,External GPS Device,1995-01-10T16:30:00Z,9999-01-01T00:00:00Z
MKAZ,11,-37.10413,175.16117,140,,NZGD2000,External GPS Device,2002-08-30T00:20:00Z,2003-01-19T18:00:00Z
MKBS,20,-41.2259,174.6981,231,,WGS84,Unknown,2011-05-24T00:05:00Z,2020-09-03T03:40:00Z
MKBS,21,-41.2251,174.6979,185,,WGS84,Internal GPS Clock,2020-09-03T05:40:00Z,9999-01-01T00:00:00Z
MKO,10,-40.427471384,176.09268412,520,,WGS84,Topographic Map,1990-05-15T05:27:00Z,1990-05-17T20:54:00Z
MKPZ,10,-38.6657501,178.1026030,64,,WGS84,Site Survey,2025-03-24T03:05:00Z,9999-01-01T00:00:00Z
MKRZ,10,-38.138435412,176.467157055,963,,WGS84,Internal GPS Clock,2003-05-23T03:00:00Z,9999-01-01T00:00:00Z
MKTZ,10,-43.870610,169.179505,1098,,WGS84,Site Survey,2025-02-20T12:00:00Z,9999-01-01T00:00:00Z
MKTZ,20,-43.870610,169.179505,1098,,WGS84,Site Survey,2025-02-20T12:00:00Z,9999-01-01T00:00:00Z
MKVS,20,-41.26542095,174.70552447,81,,WGS84,External GPS Device,2011-11-07T02:03:00Z,9999-01-01T00:00:00Z
MKYD,10,-43.7407,172.34659,20,,WGS84,External GPS Device,2010-09-05T05:31:00Z,2010-09-28T23:30:00Z
MLFO,10,-44.26187,171.34712,14,,WGS84,External GPS Device,2014-10-15T02:00:00Z,2015-04-10T04:00:00Z
MLZ,10,-45.366543525,168.118406813,594,,WGS84,Internal GPS Clock,1996-03-09T00:15:00Z,9999-01-01T00:00:00Z
MLZ,20,-45.366543525,168.118406813,594,,WGS84,Internal GPS Clock,2003-09-08T00:00:00Z,2014-03-25T00:00:00Z
MLZ,21,-45.36653,168.11838,587,,WGS84,Internal GPS Clock,2014-03-25T00:05:00Z,9999-01-01T00:00:00Z
MMCS,20,-37.81587781,175.769789749,77,,WGS84,Internal GPS Clock,2002-06-26T05:00:00Z,2019-11-07T21:31:00Z
MMCS,21,-37.8169778,175.7700806,84.3,,WGS84,Internal GPS Clock,2019-11-07T23:44:00Z,9999-01-01T00:00:00Z
MMCZ,10,-45.002066511,169.131372426,1163,,WGS84,Unknown,1989-06-29T21:15:00Z,1996-04-27T03:07:00Z
MMKS,20,-29.267289,-177.907904,571,,WGS84,Internal GPS Clock,2021-10-24T03:28:00Z,9999-01-01T00:00:00Z
MNDO,10,-45.98614,168.72653,266,,WGS84,External GPS Device,2014-03-18T21:20:00Z,2014-09-14T00:00:00Z
MNG,10,-40.616974186,175.482175722,396,,WGS84,Unknown,1988-01-19T03:23:00Z,1994-10-18T21:52:00Z
MNG,11,-40.616974186,175.482175722,396,,WGS84,Unknown,1988-01-19T03:23:00Z,1990-10-29T21:44:00Z
MNG,12,-40.616974186,175.482175722,396,,WGS84,Unknown,1988-01-19T03:23:00Z,1990-10-29T21:44:00Z
MNGS,20,-39.80778,175.79083,324,,WGS84,Internal GPS Clock,2001-11-26T03:00:00Z,9999-01-01T00:00:00Z
MNKT,40,-37.0465665,174.5117476,0,,WGS84,External GPS Device,2010-07-15T03:00:00Z,9999-01-01T00:00:00Z
MNKT,41,-37.0465665,174.5117476,0,,WGS84,External GPS Device,2010-07-15T03:00:00Z,9999-01-01T00:00:00Z
MNMZ,10,-39.021589,175.835268,469,,WGS84,External GPS Device,2023-09-14T22:37:00Z,9999-01-01T00:00:00Z
MNSD,10,-43.48312,172.45871,65,,WGS84,External GPS Device,2010-09-05T22:10:02Z,2010-09-30T01:30:00Z
MNT,10,-40.583273344,175.43967532,120,,WGS84,Unknown,1991-07-30T22:16:00Z,1991-12-02T14:41:00Z
MNTZ,10,-35.419509,173.708486,285,,WGS84,Internal GPS Clock,2022-12-19T22:30:00Z,9999-01-01T00:00:00Z
MNZS,20,-43.637364,172.973808,102,,WGS84,Topographic Map,2013-03-15T00:00:00Z,9999-01-01T00:00:00Z
MOA,10,-40.313569248,176.25148654,330,,WGS84,Unknown,1992-04-29T02:56:00Z,1995-06-26T02:44:00Z
MOAV,10,-39.406548935,175.753183732,840,,WGS84,Topographic Map,1995-09-26T07:39:00Z,1995-11-13T02:50:00Z
MOH,10,-39.130746333,177.148001944,245,,WGS84,Unknown,1987-03-19T22:55:00Z,1997-05-25T03:38:00Z
MOLM,10,-42.085802723,173.260641352,910,,WGS84,Unknown,1993-10-18T05:51:00Z,1994-03-11T20:39:00Z
MOLS,20,-42.088022768,173.2574013,888,,WGS84,Internal GPS Clock,2002-10-12T01:00:00Z,9999-01-01T00:00:00Z
MOOO,10,-45.5095,170.38435,564,,WGS84,External GPS Device,2014-09-15T00:01:00Z,2015-04-15T05:00:00Z
MORO,10,-45.25226,170.45702,354,,WGS84,External GPS Device,2014-09-15T00:01:01Z,2015-04-12T22:00:00Z
MORS,20,-43.5395,172.6214,17,,WGS84,Topographic Map,2012-04-19T05:00:05Z,9999-01-01T00:00:00Z
MOSS,20,-45.667802403,168.237836479,303,,WGS84,Internal GPS Clock,2002-06-14T00:00:00Z,9999-01-01T00:00:00Z
MOTE,10,-37.871522796,177.604711764,20,,WGS84,Unknown,1994-08-06T07:22:00Z,1994-12-19T00:35:00Z
MOTS,20,-41.124689614,173.009502506,13,,WGS84,Internal GPS Clock,2002-10-09T03:00:00Z,9999-01-01T00:00:00Z
MOTT,10,-39.168453433,175.47370118,934,,WGS84,External GPS Device,2008-02-13T14:01:00Z,2009-01-18T00:00:01Z
MOVZ,10,-39.406748938,175.752843727,874,,WGS84,Internal GPS Clock,2004-06-01T12:00:00Z,9999-01-01T00:00:00Z
MOW,10,-41.419991841,175.252169608,430,,WGS84,Unknown,1986-09-22T00:00:00Z,1998-02-27T00:00:00Z
MOW,11,-41.419991841,175.252169608,430,,WGS84,Unknown,1995-03-10T22:00:00Z,2003-09-13T01:00:00Z
MOZ,10,-38.504028673,174.803175496,160,,WGS84,Unknown,1989-09-28T03:26:00Z,2003-09-29T18:27:00Z
MPGJ,10,-44.117140769,168.539869985,150,,WGS84,Unknown,2001-12-10T02:02:00Z,2002-06-28T21:55:00Z
MPSS,20,-43.499375,172.642253,10,,WGS84,External GPS Device,2012-04-18T05:30:00Z,2022-04-14T02:41:00Z
MPSS,21,-43.49981,172.6418,10,,WGS84,External GPS Device,2022-04-14T02:44:00Z,9999-01-01T00:00:00Z
MQZ,10,-43.706081677,172.653765807,57,,WGS84,Internal GPS Clock,1989-10-13T08:40:00Z,9999-01-01T00:00:00Z
MQZ,11,-43.706081677,172.653765807,57,,WGS84,Internal GPS Clock,1990-01-05T22:02:00Z,1999-01-05T20:45:00Z
MQZ,12,-43.706081677,172.653765807,57,,WGS84,Internal GPS Clock,1990-01-05T22:02:00Z,1990-06-26T12:16:00Z
MQZ,20,-43.706081677,172.653765807,57,,WGS84,Unknown,1998-10-14T00:00:00Z,2016-02-23T08:00:00Z
MQZ,21,-43.706094,172.653773,53,,WGS84,Internal GPS Clock,2016-02-24T01:02:00Z,9999-01-01T00:00:00Z
MRH,10,-39.497453296,176.888497451,4,,WGS84,Unknown,1987-03-19T22:55:00Z,1989-07-31T19:41:00Z
MRHZ,10,-38.8337,176.4173,772,,WGS84,Internal GPS Clock,2010-05-14T03:00:00Z,9999-01-01T00:00:00Z
MRNZ,10,-41.39903,172.75766,319,,WGS84,External GPS Device,2015-04-02T00:00:05Z,9999-01-01T00:00:00Z
MRSS,20,-43.5113069,172.5592161,10,,WGS84,External GPS Device,2013-03-14T00:00:00Z,2014-12-12T21:00:00Z
MRVO,10,-44.78119,171.14267,16,,WGS84,External GPS Device,2014-10-13T03:10:00Z,2015-04-12T04:00:00Z
MRW,10,-41.229526166,174.699843382,231,,WGS84,Internal GPS Clock,1986-09-22T00:00:00Z,2008-06-17T04:40:00Z
MRW,11,-41.229526166,174.699843382,231,,WGS84,Internal GPS Clock,1995-03-10T22:00:00Z,2004-05-16T23:00:00Z
MRWZ,10,-41.226025,174.698208,204.8,,WGS84,Internal GPS Clock,2008-04-15T22:05:00Z,2008-08-28T01:00:00Z
MRWZ,11,-41.226025,174.698208,209.9,,WGS84,Internal GPS Clock,2008-04-21T22:05:00Z,2008-08-28T01:00:00Z
MRZ,10,-40.66054537,175.578526763,286,,WGS84,Internal GPS Clock,1992-04-08T04:21:00Z,9999-01-01T00:00:00Z
MRZ,20,-40.66054537,175.578526763,286,,WGS84,Internal GPS Clock,2003-07-31T00:00:00Z,2011-04-13T00:00:00Z
MRZ,21,-40.6605,175.578516,298,,WGS84,Internal GPS Clock,2011-04-13T00:00:02Z,9999-01-01T00:00:00Z
MSCZ,10,-45.091369824,169.411775594,701,,WGS84,Unknown,1986-12-09T20:10:00Z,1996-05-01T21:38:00Z
MSHC,10,-43.461895,172.648002,7,,WGS84,External GPS Device,2011-02-25T23:00:02Z,2011-10-19T02:22:44Z
MSMC,20,-43.704588286,171.402269471,376,,WGS84,Internal GPS Clock,2005-02-24T00:00:00Z,9999-01-01T00:00:00Z
MSWZ,10,-41.415831739,175.249459591,403,,WGS84,Internal GPS Clock,2003-08-28T20:55:00Z,9999-01-01T00:00:00Z
MSZ,10,-44.673333781,167.92639864,55,,WGS84,Internal GPS Clock,1990-05-28T11:33:00Z,9999-01-01T00:00:00Z
MSZ,20,-44.673333781,167.92639864,55,,WGS84,Internal GPS Clock,2005-07-19T20:00:00Z,2023-06-13T23:17:00Z
MSZ,21,-44.672916000,167.926084000,34,,WGS84,Internal GPS Clock,2023-06-14T03:35:00Z,9999-01-01T00:00:00Z
MSZS,20,-44.673013769,167.925538631,18,,WGS84,Internal GPS Clock,1999-08-05T05:00:00Z,2005-07-23T00:00:00Z
MTAZ,10,-36.78649,174.9056,65,,NZGD2000,External GPS Device,1995-02-21T01:50:00Z,2012-10-09T01:30:00Z
MTCA,10,-43.734135351,170.091292277,858,,WGS84,Unknown,1997-09-19T21:37:00Z,1997-10-10T14:54:00Z
MTDS,20,-38.352077901,175.745547523,126,,WGS84,Internal GPS Clock,2002-12-16T02:00:00Z,2015-06-30T23:59:59Z
MTHS,20,-43.563194,171.666362,410,,WGS84,Topographic Map,2011-08-27T01:35:00Z,9999-01-01T00:00:00Z
MTHZ,10,-38.8523,176.8411,620,,WGS84,Internal GPS Clock,2011-10-20T00:00:05Z,9999-01-01T00:00:00Z
MTHZ,20,-38.8523,176.8411,620,,WGS84,Internal GPS Clock,2011-10-20T00:00:05Z,9999-01-01T00:00:00Z
MTKA,10,-44.4841,168.7972,350,,WGS84,Unknown,1995-11-12T00:00:02Z,1996-04-22T23:59:59Z
MTNF,10,-45.147163952,167.04184408,923,,WGS84,Unknown,2000-11-03T06:54:00Z,2000-11-19T23:29:00Z
MTPS,20,-43.58467,172.725601,448,,WGS84,Unknown,2012-03-01T20:00:01Z,2014-10-01T00:00:00Z
MTPS,21,-43.58465,172.725828,448,,WGS84,Internal GPS Clock,2016-04-22T02:10:00Z,9999-01-01T00:00:00Z
MTSX,10,-41.3150067,174.7583167,193.3,,WGS84,Internal GPS Clock,2015-10-26T00:05:00Z,2016-08-16T00:00:00Z
MTSX,20,-41.3150067,174.7583167,193.3,,WGS84,Internal GPS Clock,2015-10-26T00:05:00Z,2016-08-16T00:00:00Z
MTTA,10,-43.163326978,172.362924698,875,,WGS84,Unknown,1995-11-07T00:00:01Z,1996-04-16T23:59:59Z
MTVZ,10,-39.384607843,175.470410324,840,,WGS84,Internal GPS Clock,2005-03-15T21:00:00Z,9999-01-01T00:00:00Z
MTW,10,-41.157926389,175.501573829,311,,WGS84,Internal GPS Clock,1986-09-22T00:00:00Z,9999-01-01T00:00:00Z
MTW,11,-41.157926389,175.501573829,311,,WGS84,Internal GPS Clock,1995-03-10T22:00:00Z,2003-09-13T01:00:00Z
MUGZ,10,-38.4771,176.7703,337,,WGS84,Internal GPS Clock,2011-03-29T00:01:00Z,9999-01-01T00:00:00Z
MURE,10,-38.774440716,177.884012211,60,,WGS84,Unknown,1994-07-23T06:01:00Z,1994-12-10T14:59:00Z
MUSJ,10,-44.101340919,168.724772473,20,,WGS84,Topographic Map,2001-12-11T01:02:00Z,2001-12-27T00:52:00Z
MWDS,20,-39.406738938,175.752673725,849,,WGS84,Internal GPS Clock,2004-06-08T23:00:00Z,2016-02-23T00:00:00Z
MWDS,21,-39.406938,175.752648,855,,WGS84,Internal GPS Clock,2016-02-23T00:03:00Z,9999-01-01T00:00:00Z
MWFS,20,-37.859140595,176.668880466,59,,WGS84,External GPS Device,2006-07-21T01:00:00Z,9999-01-01T00:00:00Z
MWOZ,10,-39.397377,174.087001,410,,WGS84,External GPS Device,2023-04-18T03:01:00Z,9999-01-01T00:00:00Z
MWZ,10,-38.334001396,177.527779304,573,,WGS84,Internal GPS Clock,2004-02-29T00:00:00Z,9999-01-01T00:00:00Z
MWZ,20,-38.334001396,177.527779304,573,,WGS84,Internal GPS Clock,2004-02-29T00:00:00Z,2011-08-18T20:50:00Z
MWZ,21,-38.334006,177.527783,550,,WGS84,Internal GPS Clock,2011-08-19T03:30:00Z,9999-01-01T00:00:00Z
MXZ,10,-37.562258507,178.306631253,106,,WGS84,Internal GPS Clock,2004-02-29T00:00:00Z,9999-01-01T00:00:00Z
MXZ,20,-37.562258507,178.306631253,106,,WGS84,Internal GPS Clock,2004-02-29T00:00:00Z,2011-08-17T22:50:00Z
MXZ,21,-37.562234,178.306695,73,,WGS84,Internal GPS Clock,2011-08-18T00:30:00Z,9999-01-01T00:00:00Z
MYRZ,10,-37.280209088,176.240997301,356,,WGS84,Unknown,2004-05-24T14:55:00Z,9999-01-01T00:00:00Z
NA002,01,-39.156415,175.634722,2280,,WGS84,External GPS Device,2021-05-06T04:00:00Z,9999-01-01T00:00:00Z
NA002,02,-39.156415,175.634722,2280,,WGS84,External GPS Device,2021-05-06T04:00:00Z,9999-01-01T00:00:00Z
NA002,03,-39.156415,175.634722,2280,,WGS84,External GPS Device,2021-05-06T04:00:00Z,9999-01-01T00:00:00Z
NA002,04,-39.156415,175.634722,2280,,WGS84,External GPS Device,2024-03-21T02:10:00Z,9999-01-01T00:00:00Z
NA002,05,-39.156415,175.634722,2280,,WGS84,External GPS Device,2024-03-21T02:10:00Z,9999-01-01T00:00:00Z
NA002,06,-39.156415,175.634722,2280,,WGS84,External GPS Device,2024-03-21T02:10:00Z,9999-01-01T00:00:00Z
NA002,07,-39.156415,175.634722,2280,,WGS84,External GPS Device,2024-03-21T02:10:00Z,9999-01-01T00:00:00Z
NAAF,10,-45.385870012,166.858740112,20,,WGS84,Topographic Map,1993-08-14T23:24:00Z,1993-08-17T17:55:00Z
NAAS,20,-39.468735,176.872021,2,,WGS84,Topographic Map,2012-10-10T02:00:00Z,9999-01-01T00:00:00Z
NADF,10,-45.397170337,166.861340071,2,,WGS84,Unknown,1993-03-21T06:46:00Z,1993-06-19T15:05:00Z
NAMS,20,-39.488403173,176.91891786,14,,WGS84,Internal GPS Clock,2002-04-22T00:00:00Z,2011-04-28T04:00:00Z
NAPT,40,-39.4756612,176.920066,0,,NZGD2000,Site Survey,2007-09-12T00:00:00Z,9999-01-01T00:00:00Z
NAPT,41,-39.4756612,176.920066,0,,NZGD2000,Site Survey,2007-09-12T00:00:00Z,9999-01-01T00:00:00Z
NBEZ,10,-39.26795,173.8676,185,,WGS84,External GPS Device,2012-10-16T00:01:00Z,9999-01-01T00:00:00Z
NBLC,20,-43.506858826,172.73135376,1,,WGS84,Internal GPS Clock,2008-05-08T03:39:34Z,2020-06-25T23:20:00Z
NBLC,21,-43.507003,172.731428,1,,WGS84,Internal GPS Clock,2020-07-08T03:06:00Z,9999-01-01T00:00:00Z
NBRT,40,-43.5059694,172.7349917,1,,WGS84,Topographic Map,2021-05-14T02:07:00Z,9999-01-01T00:00:00Z
NBRT,41,-43.5059694,172.7349917,1,,WGS84,Topographic Map,2021-05-14T02:07:00Z,9999-01-01T00:00:00Z
NBSS,20,-41.202272,174.953755,0,,WGS84,Unknown,2011-06-21T00:00:10Z,2020-12-08T01:25:00Z
NBSS,21,-41.2021778,174.9536639,0,,WGS84,Unknown,2022-03-18T04:22:00Z,9999-01-01T00:00:00Z
NCBS,20,-41.270873652,173.283675308,7,,WGS84,Internal GPS Clock,2002-10-07T03:00:00Z,9999-01-01T00:00:00Z
NCDS,20,-39.500148,176.875885,4,,WGS84,Internal GPS Clock,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
NCHS,20,-39.506633503,176.896757521,4,,WGS84,Internal GPS Clock,2002-04-19T00:00:00Z,9999-01-01T00:00:00Z
NCPT,40,-34.4148306,173.0486955,-4,,NZGD2000,Topographic Map,2008-12-10T06:00:00Z,9999-01-01T00:00:00Z
NCPT,41,-34.4148306,173.0486955,-4,,NZGD2000,Topographic Map,2008-12-10T06:00:00Z,9999-01-01T00:00:00Z
NELS,20,-41.287804018,173.274245114,52,,WGS84,Internal GPS Clock,1999-08-04T03:00:00Z,9999-01-01T00:00:00Z
NEWS,20,-41.23204,174.82178,218,,WGS84,External GPS Device,2011-10-27T00:25:00Z,9999-01-01T00:00:00Z
NEZ,10,-39.270466,174.096096,945,,WGS84,Unknown,1993-12-14T23:52:00Z,2023-02-28T22:51:00Z
NEZ,11,-39.270466,174.096096,945,,WGS84,Topographic Map,2010-06-07T23:35:00Z,2025-07-28T00:41:00Z
