Station,Location,Sublocation,Property,Description,Aspect,Start Date,End Date
RL002,MC01,01,Cs-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,F-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,Fe-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,HCO3-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,K-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,Li-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,Mg-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,NH3-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,NO3-N-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,Na-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,PO4-P-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,Rb-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,SO4-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,SiO2-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,d18O-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,d2H-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,pH,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,temperature,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Al-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,As-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,B-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Br-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Ca-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Cl-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Cs-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,F-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Fe-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,HCO3-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,K-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Li-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Mg-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,NH3-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,NO3-N-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Na-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,PO4-P-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Rb-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,SO4-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,SiO2-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,d18O-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,d2H-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,pH,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,temperature,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Al-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,As-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,B-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Br-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Ca-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Cl-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Cs-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,F-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Fe-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,HCO3-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,K-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Li-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Mg-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,NH3-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,NO3-N-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Na-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,PO4-P-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Rb-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,SO4-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,SiO2-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,d18O-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,d2H-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,pH,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,temperature,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Al-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,As-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,B-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Br-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Ca-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Cl-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Cs-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,F-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Fe-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,HCO3-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,K-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Li-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Mg-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,NH3-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,NO3-N-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Na-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,PO4-P-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Rb-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,SO4-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,SiO2-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,d18O-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,d2H-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,pH,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,temperature,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL006,MC01,01,temperature,ground,,1980-08-01T00:00:00Z,2006-03-16T00:00:00Z
RL006,MC02,01,temperature,ground,,1980-08-01T00:00:00Z,2006-03-16T00:00:00Z
RL006,MC03,01,temperature,ground,,1980-08-01T00:00:00Z,2006-03-16T00:00:00Z
RL006,MC04,01,temperature,ground,,1980-08-01T00:00:00Z,2006-03-16T00:00:00Z
RL006,MC05,01,temperature,ground,,1980-08-01T00:00:00Z,2006-03-16T00:00:00Z
RL007,MC01,01,temperature,ground,,1980-08-01T00:00:00Z,2006-03-16T00:00:00Z
RLGLK,04,01,height,lake,green lake,2023-01-30T02:59:59Z,9999-01-01T00:00:00Z
RLGLK,04,02,temperature,lake,green lake,2023-01-30T02:59:59Z,9999-01-01T00:00:00Z
RP001,MC01,01,Al-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,As-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,B-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,Br-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,Ca-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,Cl-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,F-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,Fe-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,H2S-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,HCO3-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,K-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,Li-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,Mg-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,NH3-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,NO3-N-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,Na-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,PO4-P-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,SO4-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,SiO2-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,d18O-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,d2H-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,pH,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,temperature,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,Al-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,As-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,B-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,Br-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,Ca-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,Cl-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,F-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,Fe-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,H2S-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,HCO3-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,K-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,Li-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,Mg-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,NH3-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,NO3-N-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,Na-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,PO4-P-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,SO4-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,SiO2-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,d18O-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,d2H-conc,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,pH,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP002,MC01,01,temperature,spring,,2002-11-19T00:00:00Z,9999-01-01T00:00:00Z
RP003,MC01,01,Cl-conc,spring,,2002-11-18T00:00:00Z,2002-11-18T00:00:00Z
RP003,MC01,01,temperature,spring,,2002-11-18T00:00:00Z,2002-11-18T00:00:00Z
RR001,MC01,01,Al-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,As-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,B-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,Br-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,Ca-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,Cl-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,F-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,Fe-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,H2S-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,HCO3-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,K-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,Li-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,Mg-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,NH3-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,NO3-N-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,Na-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,PO4-P-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,SO4-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,SiO2-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,d18O-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,d2H-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,pH,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR001,MC01,01,temperature,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,Al-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,As-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,B-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,Br-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,Ca-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,Cl-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,F-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,Fe-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,H2S-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,HCO3-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,K-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,Li-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,Mg-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,NH3-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,NO3-N-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,Na-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,PO4-P-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,SO4-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,SiO2-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,d18O-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,d2H-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,pH,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR002,MC01,01,temperature,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,Al-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,As-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,B-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,Br-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,Ca-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,Cl-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,F-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,Fe-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,H2S-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,HCO3-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,K-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,Li-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,Mg-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,NH3-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,NO3-N-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,Na-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,PO4-P-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,SO4-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,SiO2-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,d18O-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,d2H-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,pH,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR003,MC01,01,temperature,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,Al-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,As-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,B-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,Br-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,Ca-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,Cl-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,F-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,Fe-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,H2S-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,HCO3-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,K-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,Li-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,Mg-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,NH3-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,NO3-N-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,Na-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,PO4-P-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,SO4-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,SiO2-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,d18O-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,d2H-conc,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,pH,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR004,MC01,01,temperature,spring,,2002-04-23T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,Al-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,As-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,B-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,Br-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,Ca-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,Cl-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,F-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,Fe-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,H2S-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,HCO3-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,K-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,Li-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,Mg-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,NH3-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,NO3-N-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,Na-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,PO4-P-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,SO4-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,SiO2-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,d18O-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,d2H-conc,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,pH,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR005,MC01,01,temperature,spring,,2009-01-09T00:00:00Z,9999-01-01T00:00:00Z
RR1021,MC01,01,Al-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,As-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,B-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,Br-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,Ca-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,Cl-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,F-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,Fe-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,H2S-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,HCO3-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,K-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,Li-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,Mg-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,NH3-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,NO3-N-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
RR1021,MC01,01,Na-conc,well,,2008-06-25T00:00:00Z,2019-02-06T00:00:00Z
