Location,Name,Sensor,Type,Unit,Description
RU001,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
RU001,temperature,mercury,thermometer,C,temperature mercury thermometer
RU001,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
RU002,temperature,satellite image,remote,C,temperature processed thermal image from a satellite
RU003,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
RU003,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
RU003,arsenic,As-w,water sample,mg/L,As concentration in a water sample
RU003,boron,B-w,water sample,mg/L,B concentration in a water sample
RU003,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
RU003,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
RU003,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
RU003,flourine,F-w,water sample,mg/L,F concentration in a water sample
RU003,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
RU003,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
RU003,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
RU003,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
RU003,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
RU003,ph,ph,sample,,degree of acidity or alkalinity of a sample
RU003,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
RU003,potassium,K-w,water sample,mg/L,K concentration in a water sample
RU003,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
RU003,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
RU003,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
RU003,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
RU003,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
RU003,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
RU004,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
RU004,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
RU004,arsenic,As-w,water sample,mg/L,As concentration in a water sample
RU004,boron,B-w,water sample,mg/L,B concentration in a water sample
RU004,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
RU004,caesium,Cs-w,water sample,mg/L,Cs concentration in a water sample
RU004,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
RU004,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
RU004,flourine,F-w,water sample,mg/L,F concentration in a water sample
RU004,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
RU004,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
RU004,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
RU004,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
RU004,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
RU004,ph,ph,sample,,degree of acidity or alkalinity of a sample
RU004,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
RU004,potassium,K-w,water sample,mg/L,K concentration in a water sample
RU004,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
RU004,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
RU004,rubidium,Rb-w,water sample,mg/L,Rb concentration in a water sample
RU004,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
RU004,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
RU004,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
RU004,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
RU020,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
RU020,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
RU020,arsenic,As-w,water sample,mg/L,As concentration in a water sample
RU020,bicarbonate,HCO3-w,water sample,mg/L,HCO3 concentration in a water sample
RU020,boron,B-w,water sample,mg/L,B concentration in a water sample
RU020,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
RU020,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
RU020,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
RU020,flourine,F-w,water sample,mg/L,F concentration in a water sample
RU020,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
RU020,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
RU020,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
RU020,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
RU020,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
RU020,ph,ph,sample,,degree of acidity or alkalinity of a sample
RU020,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
RU020,potassium,K-w,water sample,mg/L,K concentration in a water sample
RU020,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
RU020,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
RU020,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
RU020,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
RU020,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
RU020,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
SSTEST,temperature,mercury,thermometer,C,temperature mercury thermometer
SSTEST,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO000,carbon dioxide flux,CO2-flux-a,contour,kg/s,"flux of carbon dioxide measured in the air aircraft flies through a plume at different altitudes, a pump inside the aircraft sucks in gases and instruments measure the concentration"
TO000,hydrogen sulphide flux,H2S-flux-a,contour,kg/s,"flux of hydrogen sulphide measured in the air aircraft flies through a plume at different altitudes, a pump inside the aircraft sucks in gases and instruments measure the concentration"
TO000,sulphur dioxide flux,SO2-flux-a,contour,kg/s,"flux of sulphur dioxide measured in the air aircraft flies through a plume at different altitudes, a pump inside the aircraft sucks in gases and instruments measure the concentration"
TO000,sulphur dioxide flux,cospec,SO2-flux-a,kg/s,"flux of sulphur dioxide measured in the air correlation spectrometer measures absorption of ultraviolet light by SO2, flying beneath a plume"
TO000,sulphur dioxide flux,flyspec,SO2-flux-a,kg/s,"flux of sulphur dioxide measured in the air miniaturized UV spectrometer system measures absorption of ultraviolet light by SO2, flying beneath a plume"
TO001,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO001A,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO001B,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO002,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO003,temperature,flir camera,remote,C,temperature FLIR camera
TO003,temperature,infrared,thermometer,C,temperature infrared thermometer
TO003,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO004,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO005,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO006,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO006A,temperature,infrared,thermometer,C,temperature infrared thermometer
TO006A,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO006B,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO015,chloride,Cl,sample,mg/L,concentration in a sample
TO015,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO030,chloride,Cl,sample,mg/L,concentration in a sample
TO030,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO031,chloride,Cl,sample,mg/L,concentration in a sample
TO031,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO032,chloride,Cl,sample,mg/L,concentration in a sample
TO032,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO033,chloride,Cl,sample,mg/L,concentration in a sample
TO033,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO034,chloride,Cl,sample,mg/L,concentration in a sample
TO034,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO050,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
TO050,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
TO050,arsenic,As-w,water sample,mg/L,As concentration in a water sample
TO050,bicarbonate,HCO3-w,water sample,mg/L,HCO3 concentration in a water sample
TO050,boron,B-w,water sample,mg/L,B concentration in a water sample
TO050,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
TO050,caesium,Cs-w,water sample,mg/L,Cs concentration in a water sample
TO050,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
TO050,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
TO050,flourine,F-w,water sample,mg/L,F concentration in a water sample
TO050,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
TO050,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
TO050,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
TO050,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
TO050,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
TO050,ph,ph,sample,,degree of acidity or alkalinity of a sample
TO050,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
TO050,potassium,K-w,water sample,mg/L,K concentration in a water sample
TO050,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
TO050,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
TO050,rubidium,Rb-w,water sample,mg/L,Rb concentration in a water sample
TO050,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
TO050,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
TO050,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
TO050,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO051,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
TO051,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
TO051,arsenic,As-w,water sample,mg/L,As concentration in a water sample
TO051,bicarbonate,HCO3-w,water sample,mg/L,HCO3 concentration in a water sample
TO051,boron,B-w,water sample,mg/L,B concentration in a water sample
TO051,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
TO051,caesium,Cs-w,water sample,mg/L,Cs concentration in a water sample
TO051,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
TO051,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
TO051,flourine,F-w,water sample,mg/L,F concentration in a water sample
TO051,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
TO051,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
TO051,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
TO051,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
TO051,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
TO051,ph,ph,sample,,degree of acidity or alkalinity of a sample
TO051,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
TO051,potassium,K-w,water sample,mg/L,K concentration in a water sample
TO051,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
TO051,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
TO051,rubidium,Rb-w,water sample,mg/L,Rb concentration in a water sample
TO051,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
TO051,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
TO051,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
TO051,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO052,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
TO052,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
TO052,arsenic,As-w,water sample,mg/L,As concentration in a water sample
TO052,bicarbonate,HCO3-w,water sample,mg/L,HCO3 concentration in a water sample
TO052,boron,B-w,water sample,mg/L,B concentration in a water sample
TO052,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
TO052,caesium,Cs-w,water sample,mg/L,Cs concentration in a water sample
TO052,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
TO052,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
TO052,flourine,F-w,water sample,mg/L,F concentration in a water sample
TO052,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
TO052,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
TO052,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
TO052,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
TO052,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
TO052,ph,ph,sample,,degree of acidity or alkalinity of a sample
TO052,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
TO052,potassium,K-w,water sample,mg/L,K concentration in a water sample
TO052,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
TO052,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
TO052,rubidium,Rb-w,water sample,mg/L,Rb concentration in a water sample
TO052,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
TO052,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
TO052,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
TO052,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO053,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
TO053,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
TO053,arsenic,As-w,water sample,mg/L,As concentration in a water sample
TO053,bicarbonate,HCO3-w,water sample,mg/L,HCO3 concentration in a water sample
TO053,boron,B-w,water sample,mg/L,B concentration in a water sample
TO053,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
TO053,caesium,Cs-w,water sample,mg/L,Cs concentration in a water sample
TO053,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
TO053,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
TO053,flourine,F-w,water sample,mg/L,F concentration in a water sample
TO053,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
TO053,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
TO053,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
TO053,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
TO053,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
TO053,ph,ph,sample,,degree of acidity or alkalinity of a sample
TO053,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
TO053,potassium,K-w,water sample,mg/L,K concentration in a water sample
TO053,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
TO053,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
TO053,rubidium,Rb-w,water sample,mg/L,Rb concentration in a water sample
TO053,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
TO053,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
TO053,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
TO053,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO054,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
TO054,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
TO054,arsenic,As-w,water sample,mg/L,As concentration in a water sample
TO054,bicarbonate,HCO3-w,water sample,mg/L,HCO3 concentration in a water sample
TO054,boron,B-w,water sample,mg/L,B concentration in a water sample
TO054,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
TO054,caesium,Cs-w,water sample,mg/L,Cs concentration in a water sample
TO054,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
TO054,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
TO054,flourine,F-w,water sample,mg/L,F concentration in a water sample
TO054,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
TO054,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
TO054,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
TO054,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
TO054,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
TO054,ph,ph,sample,,degree of acidity or alkalinity of a sample
TO054,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
TO054,potassium,K-w,water sample,mg/L,K concentration in a water sample
TO054,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
TO054,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
TO054,rubidium,Rb-w,water sample,mg/L,Rb concentration in a water sample
TO054,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
TO054,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
TO054,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
TO054,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO055,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
TO055,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
TO055,arsenic,As-w,water sample,mg/L,As concentration in a water sample
TO055,bicarbonate,HCO3-w,water sample,mg/L,HCO3 concentration in a water sample
TO055,boron,B-w,water sample,mg/L,B concentration in a water sample
TO055,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
TO055,caesium,Cs-w,water sample,mg/L,Cs concentration in a water sample
TO055,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
TO055,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
TO055,flourine,F-w,water sample,mg/L,F concentration in a water sample
TO055,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
TO055,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
TO055,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
TO055,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
TO055,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
TO055,ph,ph,sample,,degree of acidity or alkalinity of a sample
TO055,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
TO055,potassium,K-w,water sample,mg/L,K concentration in a water sample
TO055,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
TO055,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
TO055,rubidium,Rb-w,water sample,mg/L,Rb concentration in a water sample
TO055,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
TO055,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
TO055,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
TO055,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO056,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
TO056,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
TO056,arsenic,As-w,water sample,mg/L,As concentration in a water sample
TO056,bicarbonate,HCO3-w,water sample,mg/L,HCO3 concentration in a water sample
TO056,boron,B-w,water sample,mg/L,B concentration in a water sample
TO056,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
TO056,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
TO056,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
TO056,flourine,F-w,water sample,mg/L,F concentration in a water sample
TO056,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
TO056,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
TO056,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
TO056,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
TO056,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
TO056,ph,ph,sample,,degree of acidity or alkalinity of a sample
TO056,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
TO056,potassium,K-w,water sample,mg/L,K concentration in a water sample
TO056,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
TO056,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
TO056,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
TO056,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
TO056,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
TO056,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO057,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
TO057,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
TO057,arsenic,As-w,water sample,mg/L,As concentration in a water sample
TO057,bicarbonate,HCO3-w,water sample,mg/L,HCO3 concentration in a water sample
TO057,boron,B-w,water sample,mg/L,B concentration in a water sample
TO057,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
TO057,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
TO057,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
TO057,flourine,F-w,water sample,mg/L,F concentration in a water sample
TO057,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
TO057,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
TO057,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
TO057,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
TO057,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
TO057,ph,ph,sample,,degree of acidity or alkalinity of a sample
TO057,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
TO057,potassium,K-w,water sample,mg/L,K concentration in a water sample
TO057,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
TO057,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
TO057,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
TO057,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
TO057,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
TO057,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO060,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
TO060,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
TO060,arsenic,As-w,water sample,mg/L,As concentration in a water sample
TO060,bicarbonate,HCO3-w,water sample,mg/L,HCO3 concentration in a water sample
TO060,boron,B-w,water sample,mg/L,B concentration in a water sample
TO060,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
TO060,caesium,Cs-w,water sample,mg/L,Cs concentration in a water sample
TO060,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
TO060,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
TO060,flourine,F-w,water sample,mg/L,F concentration in a water sample
TO060,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
TO060,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
TO060,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
TO060,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
TO060,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
TO060,ph,ph,sample,,degree of acidity or alkalinity of a sample
TO060,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
TO060,potassium,K-w,water sample,mg/L,K concentration in a water sample
TO060,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
TO060,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
TO060,rubidium,Rb-w,water sample,mg/L,Rb concentration in a water sample
TO060,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
TO060,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
TO060,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
TO060,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO061,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
TO061,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
TO061,arsenic,As-w,water sample,mg/L,As concentration in a water sample
TO061,bicarbonate,HCO3-w,water sample,mg/L,HCO3 concentration in a water sample
TO061,boron,B-w,water sample,mg/L,B concentration in a water sample
TO061,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
TO061,caesium,Cs-w,water sample,mg/L,Cs concentration in a water sample
TO061,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
TO061,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
TO061,flourine,F-w,water sample,mg/L,F concentration in a water sample
TO061,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
TO061,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
TO061,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
TO061,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
TO061,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
TO061,ph,ph,sample,,degree of acidity or alkalinity of a sample
TO061,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
TO061,potassium,K-w,water sample,mg/L,K concentration in a water sample
TO061,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
TO061,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
TO061,rubidium,Rb-w,water sample,mg/L,Rb concentration in a water sample
TO061,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
TO061,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
TO061,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
TO061,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO062,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
TO062,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
TO062,arsenic,As-w,water sample,mg/L,As concentration in a water sample
TO062,bicarbonate,HCO3-w,water sample,mg/L,HCO3 concentration in a water sample
TO062,boron,B-w,water sample,mg/L,B concentration in a water sample
TO062,bromide,Br-w,water sample,mg/L,Br concentration in a water sample
TO062,caesium,Cs-w,water sample,mg/L,Cs concentration in a water sample
TO062,calcium,Ca-w,water sample,mg/L,Ca concentration in a water sample
TO062,chloride,Cl-w,water sample,mg/L,Cl concentration in a water sample
TO062,flourine,F-w,water sample,mg/L,F concentration in a water sample
TO062,hydrogen sulphide,H2S-w,water sample,mg/L,H2S concentration in a water sample
TO062,iron,Fe-w,water sample,mg/L,Fe concentration in a water sample
TO062,lithium,Li-w,water sample,mg/L,Li concentration in a water sample
TO062,magnesium,Mg-w,water sample,mg/L,Mg concentration in a water sample
TO062,nitrate as nitrogen,NO3-N-w,water sample,mg/L,NO3-N concentration in a water sample
TO062,ph,ph,sample,,degree of acidity or alkalinity of a sample
TO062,phosphate as phosphorus,PO4-P-w,water sample,mg/L,PO4-P concentration in a water sample
TO062,potassium,K-w,water sample,mg/L,K concentration in a water sample
TO062,ratio 18O:16O,d18O-w,water,per mil,"d18O concentration  in water, relative to standard"
TO062,ratio 2H:1H,d2H-w,water,per mil,"d2H concentration in water, relative to standard"
TO062,rubidium,Rb-w,water sample,mg/L,Rb concentration in a water sample
TO062,silicon dioxide,SiO2-w,water sample,mg/L,SiO2 concentration in a water sample
TO062,sodium,Na-w,water sample,mg/L,Na concentration in a water sample
TO062,sulphate,SO4-w,water sample,mg/L,SO4 concentration in a water sample
TO062,temperature,thermocouple,thermometer,C,temperature thermocouple thermometer
TO063,aluminium,Al-w,water sample,mg/L,Al concentration in a water sample
TO063,ammonia,NH3-w,water sample,mg/L,NH3 concentration in a water sample
TO063,arsenic,As-w,water sample,mg/L,As concentration in a water sample
